ID,Code,Salary,Occupacy,Ages,Weight,Size,Feet_size,Performance
14032,67*****,High,Y,17+,49.3,179.2,41,0
14033,12*****,High,Y,17+,35.0,160.6,41,1
14034,45*****,Low,N,,36.2,155.2,35,1
14035,23*****,High,Y,<17,30.9,181.5,40,0
14036,56*****,High,Y,17+,69.0,124.5,42,1
14037,45*****,Medium,Y,<17,34.2,150.2,35,0
14038,12*****,Medium,Y,<17,45.5,196.3,40,1
14039,67*****,High,Y,<17,66.2,195.7,36,0
14040,67*****,Medium,Y,17+,37.1,172.6,39,1
14041,23*****,Medium,Y,<17,28.6,183.4,40,1
14042,12*****,High,Y,<17,29.4,122.1,40,0
14043,56*****,High,Y,<17,64.5,183.5,36,0
14044,12*****,Medium,Y,<17,31.8,150.9,39,0
14045,56*****,Low,N,<17,74.5,190.1,39,0
14046,45*****,Medium,Y,<17,61.2,164.4,37,0
14047,67*****,High,Y,17+,25.4,155.4,38,0
14048,34*****,High,Y,17+,34.8,186.9,38,1
14049,56*****,Medium,Y,17+,48.2,149.6,36,0
14050,23*****,High,Y,<17,26.8,106.5,42,1
14051,56*****,Medium,Y,<17,25.7,164.2,38,0
14052,34*****,Low,N,<17,70.5,106.7,36,1
14053,12*****,Low,N,17+,48.0,122.8,34,0
14054,12*****,Low,N,<17,76.9,177.9,34,1
14055,56*****,High,Y,17+,29.8,149.4,34,0
14056,23*****,High,Y,<17,77.9,160.9,38,0
14057,45*****,Low,N,17+,38.9,121.1,41,1
14058,67*****,High,Y,17+,64.2,115.9,36,0
14059,12*****,Medium,Y,<17,30.0,194.0,35,1
14060,45*****,High,Y,<17,76.8,118.7,42,0
14061,12*****,Medium,Y,17+,24.0,168.1,36,0
14062,56*****,Medium,Y,,37.5,116.7,42,1
14063,45*****,Medium,Y,,20.9,196.9,41,1
14064,12*****,Low,N,17+,72.2,119.2,36,0
14065,23*****,High,Y,<17,28.4,114.7,35,1
14066,34*****,Low,N,<17,62.1,152.7,37,0
14067,56*****,High,Y,<17,69.5,127.7,40,1
14068,34*****,High,Y,<17,21.2,166.1,34,1
14069,56*****,High,Y,17+,38.1,119.0,42,0
14070,56*****,High,Y,<17,78.1,110.1,37,0
14071,23*****,High,Y,<17,21.6,151.0,34,0
14072,56*****,High,Y,<17,43.6,131.0,40,0
14073,56*****,High,Y,<17,60.1,117.9,36,0
14074,34*****,Medium,Y,<17,57.7,129.4,41,1
14075,56*****,High,Y,<17,61.9,161.0,37,0
14076,23*****,Low,N,<17,43.0,184.2,36,0
14077,23*****,Medium,Y,<17,24.8,129.3,34,0
14078,12*****,Low,N,<17,66.2,184.0,41,1
14079,23*****,High,Y,<17,38.7,186.7,34,0
14080,56*****,Medium,Y,17+,59.5,152.3,39,1
14081,23*****,High,Y,<17,44.9,143.5,39,0
14082,23*****,Medium,Y,<17,61.6,169.1,42,1
14083,12*****,High,Y,,40.9,124.4,35,1
14084,12*****,Medium,Y,<17,61.0,174.7,34,1
14085,45*****,High,Y,<17,71.8,105.9,40,0
14086,23*****,Medium,Y,<17,56.6,108.0,37,1
14087,67*****,Medium,Y,17+,63.0,144.9,41,0
14088,45*****,Low,N,17+,56.5,121.0,34,1
14089,45*****,High,Y,<17,60.4,170.5,35,0
14090,12*****,Medium,Y,<17,31.5,130.7,42,1
14091,56*****,High,Y,<17,54.9,167.9,41,0
14092,67*****,High,Y,<17,70.7,152.8,41,1
14093,67*****,Medium,Y,17+,72.1,120.3,34,0
14094,23*****,High,Y,<17,38.5,157.5,38,0
14095,45*****,Low,N,17+,20.8,189.1,42,1
14096,23*****,Medium,Y,17+,62.8,198.6,37,1
14097,45*****,Low,N,<17,61.4,193.6,37,1
14098,45*****,High,Y,<17,33.5,171.5,38,1
14099,56*****,High,Y,<17,67.8,194.9,36,1
14100,23*****,Medium,Y,,23.1,198.3,35,1
14101,23*****,Low,N,17+,20.9,133.4,36,1
14102,56*****,High,Y,<17,56.4,160.4,42,0
14103,12*****,High,Y,17+,48.5,158.6,39,0
14104,12*****,Medium,Y,<17,77.6,176.9,36,1
14105,56*****,High,Y,<17,67.1,191.0,34,1
14106,34*****,High,Y,<17,55.9,120.0,35,0
14107,34*****,Low,N,17+,24.3,145.7,41,0
14108,12*****,High,Y,17+,32.9,109.1,39,1
14109,34*****,Medium,Y,17+,20.6,111.9,36,1
14110,12*****,High,Y,<17,24.8,159.4,41,1
14111,12*****,Medium,Y,17+,39.6,158.4,34,1
14112,34*****,Medium,Y,<17,73.0,107.8,34,0
14113,23*****,Low,N,<17,45.2,134.2,38,1
14114,67*****,Medium,Y,17+,58.8,131.2,34,0
14115,45*****,High,Y,17+,74.6,157.6,36,1
14116,45*****,Medium,Y,<17,74.6,123.3,38,1
14117,67*****,High,Y,<17,63.5,170.4,38,1
14118,34*****,High,Y,<17,39.4,177.2,36,1
14119,12*****,Medium,Y,<17,56.0,195.4,35,0
14120,56*****,Low,N,<17,42.0,182.4,35,1
14121,67*****,Medium,Y,17+,29.3,174.5,41,1
14122,12*****,High,Y,<17,55.1,162.9,39,1
14123,56*****,High,Y,<17,53.8,126.3,35,0
14124,56*****,Medium,Y,<17,38.4,135.8,37,1
14125,56*****,Medium,Y,<17,61.9,162.3,39,0
14126,67*****,High,Y,17+,69.2,110.9,38,0
14127,23*****,High,Y,<17,52.0,150.5,38,0
14128,12*****,High,Y,<17,39.1,180.1,42,1
14129,23*****,High,Y,<17,43.2,148.2,34,1
14130,34*****,High,Y,17+,35.3,130.7,37,0
14131,12*****,Medium,Y,17+,35.4,192.6,40,0
14132,56*****,Low,N,17+,57.1,198.2,36,1
14133,56*****,Medium,Y,<17,36.2,141.5,39,0
14134,56*****,Medium,Y,<17,72.1,170.5,37,0
14135,23*****,High,Y,17+,41.0,120.2,34,0
14136,34*****,High,Y,17+,34.4,179.2,38,0
14137,45*****,Medium,Y,<17,61.2,183.1,35,1
14138,56*****,Medium,Y,<17,78.5,137.7,40,1
14139,12*****,High,Y,<17,59.5,149.6,39,0
14140,45*****,High,Y,17+,54.9,127.0,42,0
14141,12*****,Medium,Y,17+,26.0,169.7,40,1
14142,34*****,High,Y,<17,72.7,116.8,42,1
14143,34*****,Low,N,17+,26.4,129.9,39,1
14144,34*****,Low,N,17+,41.2,185.4,39,0
14145,12*****,High,Y,<17,75.1,139.7,37,0
14146,12*****,High,Y,<17,75.4,116.9,40,0
14147,12*****,High,Y,<17,52.9,147.4,38,0
14148,67*****,Medium,Y,17+,71.3,149.9,40,1
14149,12*****,High,Y,<17,63.2,113.8,36,0
14150,45*****,Medium,Y,<17,37.4,178.6,36,0
14151,56*****,High,Y,,69.8,197.7,36,0
14152,23*****,High,Y,<17,52.0,121.5,39,0
14153,56*****,High,Y,<17,48.8,111.7,35,1
14154,12*****,High,Y,<17,79.6,174.5,36,0
14155,34*****,Medium,Y,17+,65.3,175.7,34,1
14156,23*****,Medium,Y,<17,31.5,159.6,34,0
14157,34*****,Medium,Y,<17,37.8,190.9,37,1
14158,56*****,Low,N,<17,65.0,117.3,39,1
14159,12*****,Medium,Y,<17,22.0,110.6,39,0
14160,45*****,Medium,Y,17+,46.8,183.9,34,0
14161,67*****,High,Y,17+,75.0,143.7,36,0
14162,23*****,Medium,Y,17+,31.9,145.0,38,1
14163,34*****,High,Y,<17,48.0,115.5,36,0
14164,23*****,High,Y,<17,69.2,123.1,40,0
14165,12*****,High,Y,<17,26.6,180.1,40,0
14166,23*****,Low,N,17+,78.5,161.5,40,1
14167,12*****,High,Y,<17,27.6,109.5,37,0
14168,56*****,Medium,Y,<17,33.3,182.9,36,0
14169,34*****,High,Y,17+,53.0,151.1,38,1
14170,12*****,High,Y,<17,29.1,195.6,39,1
14171,45*****,High,Y,17+,68.4,180.3,35,0
14172,34*****,Medium,Y,<17,60.2,199.8,40,0
14173,56*****,Low,N,<17,43.1,158.2,40,1
14174,12*****,High,Y,<17,68.9,148.5,38,0
14175,12*****,Medium,Y,17+,60.6,130.7,41,0
14176,23*****,Medium,Y,<17,27.2,197.5,36,0
14177,56*****,Medium,Y,<17,37.0,107.8,36,1
14178,12*****,Medium,Y,,53.8,179.2,39,0
14179,12*****,High,Y,<17,21.3,156.7,37,1
14180,34*****,Medium,Y,<17,24.5,104.8,41,1
14181,45*****,High,Y,<17,43.9,155.7,35,1
14182,45*****,High,Y,<17,43.4,167.5,40,0
14183,23*****,High,Y,<17,24.7,121.4,39,0
14184,45*****,High,Y,<17,44.6,189.6,39,0
14185,23*****,High,Y,<17,44.8,167.6,38,1
14186,56*****,High,Y,<17,37.6,113.5,40,1
14187,56*****,Medium,Y,<17,24.3,172.1,39,0
14188,67*****,Low,N,<17,20.4,111.1,40,0
14189,45*****,High,Y,<17,56.9,122.7,39,0
14190,56*****,High,Y,17+,73.0,177.5,37,0
14191,12*****,High,Y,<17,25.5,192.5,40,1
14192,12*****,High,Y,<17,69.9,106.8,38,1
14193,56*****,Medium,Y,17+,34.1,165.6,41,1
14194,23*****,High,Y,17+,24.8,190.3,34,1
14195,45*****,Low,N,<17,54.8,162.7,42,0
14196,12*****,Medium,Y,17+,33.0,178.5,35,1
14197,34*****,High,Y,<17,62.3,163.3,34,1
14198,23*****,Low,N,<17,64.8,148.4,42,1
14199,12*****,High,Y,<17,39.8,145.6,40,0
14200,56*****,High,Y,,39.1,110.2,42,0
14201,34*****,Medium,Y,17+,61.6,122.1,36,0
14202,45*****,Medium,Y,<17,38.4,178.2,35,0
14203,45*****,Medium,Y,<17,29.4,168.6,41,1
14204,67*****,Medium,Y,17+,48.5,146.7,37,1
14205,12*****,Medium,Y,17+,72.3,140.6,34,1
14206,56*****,Medium,Y,<17,28.2,100.5,37,1
14207,23*****,High,Y,<17,22.9,123.2,39,0
14208,45*****,High,Y,<17,43.3,103.4,38,1
14209,45*****,Medium,Y,<17,57.3,109.4,35,0
14210,34*****,High,Y,17+,51.5,171.3,35,0
14211,12*****,High,Y,17+,24.3,113.1,42,0
14212,12*****,High,Y,17+,48.9,132.1,41,1
14213,56*****,Medium,Y,<17,76.6,177.5,42,1
14214,12*****,Medium,Y,<17,50.4,172.1,41,1
14215,56*****,High,Y,<17,65.5,164.5,42,1
14216,45*****,High,Y,<17,57.4,155.8,42,0
14217,12*****,High,Y,17+,77.7,120.6,39,0
14218,12*****,High,Y,17+,25.0,164.8,41,1
14219,12*****,High,Y,<17,43.0,155.9,38,0
14220,67*****,High,Y,17+,48.2,153.7,42,0
14221,56*****,Medium,Y,<17,24.2,171.1,36,1
14222,23*****,High,Y,<17,35.8,108.3,39,1
14223,45*****,Medium,Y,<17,43.0,165.2,35,0
14224,12*****,Medium,Y,<17,21.4,101.1,34,1
14225,45*****,High,Y,17+,42.0,179.8,40,1
14226,23*****,Medium,Y,<17,60.5,150.2,40,1
14227,23*****,High,Y,<17,50.2,168.5,41,1
14228,56*****,High,Y,<17,22.6,172.2,34,0
14229,45*****,High,Y,<17,42.6,135.5,35,0
14230,34*****,Medium,Y,17+,63.6,134.3,39,1
14231,12*****,Medium,Y,<17,32.7,134.1,40,0
14232,23*****,High,Y,<17,24.5,149.9,39,1
14233,45*****,Low,N,<17,75.2,146.7,42,0
14234,56*****,High,Y,<17,40.2,195.7,41,1
14235,34*****,High,Y,17+,23.0,181.5,35,1
14236,56*****,Medium,Y,<17,35.7,178.2,36,0
14237,23*****,Low,N,<17,69.7,150.2,39,0
14238,34*****,High,Y,<17,25.2,140.7,42,0
14239,12*****,Medium,Y,17+,52.7,190.3,35,1
14240,45*****,High,Y,<17,46.1,101.5,39,0
14241,67*****,High,Y,17+,23.0,159.3,42,0
14242,34*****,Low,N,<17,42.9,130.1,42,0
14243,45*****,Medium,Y,17+,20.6,188.4,39,1
14244,12*****,High,Y,<17,32.9,157.8,36,1
14245,23*****,High,Y,<17,76.2,164.2,40,1
14246,34*****,High,Y,<17,49.7,157.9,37,0
14247,34*****,Medium,Y,<17,49.6,140.6,37,0
14248,67*****,High,Y,17+,61.2,179.0,35,0
14249,12*****,Medium,Y,<17,22.2,140.3,35,0
14250,45*****,Low,N,<17,49.1,134.3,41,1
14251,23*****,Medium,Y,<17,34.7,122.3,39,0
14252,67*****,High,Y,<17,30.2,135.2,39,0
14253,12*****,Medium,Y,17+,70.0,182.1,40,0
14254,45*****,High,Y,<17,25.4,133.4,35,1
14255,56*****,Medium,Y,17+,57.1,148.7,37,0
14256,45*****,Low,N,<17,60.9,129.5,37,0
14257,12*****,Medium,Y,17+,38.5,135.4,40,1
14258,45*****,Medium,Y,17+,35.4,107.2,42,0
14259,12*****,High,Y,<17,31.4,148.9,41,1
14260,34*****,Medium,Y,<17,41.5,155.1,42,1
14261,34*****,Medium,Y,<17,72.4,139.8,36,0
14262,56*****,Medium,Y,17+,50.7,132.4,38,0
14263,12*****,Medium,Y,<17,28.7,153.4,39,0
14264,45*****,Medium,Y,<17,55.8,108.9,36,0
14265,56*****,Medium,Y,<17,36.1,153.0,38,0
14266,23*****,Medium,Y,17+,78.6,116.3,35,0
14267,56*****,High,Y,17+,64.8,183.4,35,0
14268,23*****,High,Y,<17,28.9,182.1,41,0
14269,23*****,High,Y,<17,48.6,113.8,35,0
14270,56*****,High,Y,<17,75.2,140.1,39,1
14271,34*****,Medium,Y,<17,79.1,154.4,34,1
14272,56*****,High,Y,<17,54.4,167.2,41,1
14273,45*****,High,Y,17+,52.9,162.2,35,0
14274,23*****,Low,N,<17,69.1,148.3,37,0
14275,12*****,Low,N,17+,78.8,101.3,38,1
14276,23*****,High,Y,<17,56.9,194.1,34,1
14277,56*****,Medium,Y,17+,75.0,193.6,40,1
14278,34*****,Medium,Y,<17,61.4,197.5,34,0
14279,45*****,High,Y,<17,29.1,112.4,38,0
14280,45*****,High,Y,<17,29.9,180.5,37,1
14281,12*****,Low,N,17+,57.0,122.7,42,1
14282,23*****,Medium,Y,17+,37.7,164.6,40,1
14283,12*****,High,Y,17+,78.3,172.2,34,1
14284,67*****,High,Y,<17,61.2,134.5,34,1
14285,45*****,High,Y,<17,70.7,109.2,35,1
14286,56*****,High,Y,<17,77.3,170.8,40,1
14287,56*****,High,Y,<17,20.6,163.3,37,1
14288,12*****,Medium,Y,17+,47.9,141.9,42,0
14289,23*****,Low,N,17+,67.0,112.3,39,0
14290,45*****,Medium,Y,17+,26.6,158.9,36,0
14291,56*****,High,Y,,22.0,179.8,42,0
14292,56*****,Medium,Y,17+,39.6,146.3,35,1
14293,56*****,High,Y,<17,23.5,134.8,35,1
14294,23*****,Medium,Y,<17,58.1,133.6,34,1
14295,34*****,High,Y,<17,41.1,119.7,42,1
14296,12*****,High,Y,<17,29.9,155.5,40,0
14297,23*****,Medium,Y,<17,75.0,181.1,38,1
14298,56*****,High,Y,17+,49.6,128.5,35,1
14299,23*****,Medium,Y,17+,68.9,142.8,36,1
14300,23*****,High,Y,17+,36.8,100.6,42,0
14301,23*****,High,Y,17+,54.2,199.1,35,0
14302,12*****,Medium,Y,<17,34.2,138.9,36,1
14303,12*****,Low,N,<17,25.4,156.5,34,1
14304,12*****,Medium,Y,<17,62.3,152.8,36,0
14305,45*****,High,Y,<17,63.8,159.3,42,0
14306,12*****,Medium,Y,17+,79.3,192.0,40,0
14307,12*****,Medium,Y,<17,77.9,176.0,38,1
14308,12*****,High,Y,,39.8,168.4,39,1
14309,56*****,Medium,Y,<17,46.5,166.2,40,1
14310,56*****,High,Y,17+,25.0,124.9,38,0
14311,34*****,Medium,Y,17+,77.2,102.9,38,1
14312,45*****,Low,N,17+,68.8,121.9,38,1
14313,56*****,Medium,Y,<17,52.8,117.5,41,1
14314,34*****,High,Y,<17,63.8,115.0,35,0
14315,12*****,Medium,Y,17+,34.3,141.0,36,1
14316,23*****,High,Y,<17,52.0,119.6,36,1
14317,12*****,High,Y,17+,36.7,121.1,34,1
14318,12*****,High,Y,<17,45.7,189.6,36,1
14319,23*****,High,Y,<17,62.0,198.8,38,1
14320,12*****,High,Y,<17,53.6,113.4,38,1
14321,34*****,Low,N,<17,20.1,181.3,36,0
14322,23*****,High,Y,<17,66.0,139.6,36,1
14323,34*****,High,Y,<17,55.1,190.8,34,0
14324,56*****,High,Y,17+,67.0,169.2,41,0
14325,34*****,Medium,Y,<17,38.2,149.0,35,1
14326,12*****,High,Y,<17,46.9,140.6,38,0
14327,56*****,Low,N,<17,75.7,158.5,42,1
14328,23*****,High,Y,<17,32.4,143.5,38,1
14329,56*****,High,Y,17+,58.3,165.2,42,1
14330,45*****,Medium,Y,<17,37.9,126.7,38,1
14331,12*****,High,Y,<17,38.6,191.6,34,0
14332,67*****,High,Y,<17,30.1,107.3,40,1
14333,56*****,High,Y,<17,42.1,126.7,36,1
14334,34*****,Medium,Y,<17,22.6,116.5,36,1
14335,23*****,High,Y,17+,23.9,196.1,35,0
14336,12*****,Medium,Y,<17,24.2,173.7,37,0
14337,23*****,High,Y,17+,71.7,123.1,36,0
14338,23*****,Medium,Y,<17,53.3,111.4,41,1
14339,12*****,Medium,Y,17+,60.2,103.5,41,1
14340,34*****,High,Y,17+,35.1,114.8,35,1
14341,67*****,Medium,Y,17+,39.9,125.3,35,0
14342,12*****,High,Y,17+,33.5,170.4,35,0
14343,23*****,Low,N,<17,22.4,144.2,39,0
14344,34*****,Low,N,<17,57.7,127.5,41,0
14345,23*****,Low,N,17+,34.5,137.9,42,0
14346,12*****,Low,N,17+,68.5,124.9,34,1
14347,12*****,Medium,Y,<17,33.0,142.1,35,1
14348,56*****,Medium,Y,17+,43.5,168.1,34,1
14349,12*****,Medium,Y,<17,50.0,184.1,38,0
14350,67*****,High,Y,<17,33.8,159.1,40,1
14351,56*****,High,Y,<17,54.8,193.3,34,0
14352,12*****,Medium,Y,17+,61.4,154.3,39,0
14353,45*****,Medium,Y,17+,43.6,121.5,38,0
14354,34*****,High,Y,<17,60.4,171.7,36,0
14355,12*****,High,Y,17+,54.5,121.8,39,0
14356,23*****,High,Y,17+,69.6,103.3,37,1
14357,23*****,Medium,Y,<17,35.7,126.7,34,1
14358,12*****,High,Y,<17,32.5,183.6,36,1
14359,34*****,High,Y,17+,41.7,131.6,35,0
14360,56*****,High,Y,17+,56.5,137.5,34,0
14361,12*****,High,Y,<17,70.6,105.2,40,1
14362,56*****,Medium,Y,<17,32.5,193.1,34,0
14363,34*****,Medium,Y,,54.4,162.1,34,1
14364,23*****,Medium,Y,17+,51.8,154.0,41,0
14365,45*****,High,Y,<17,38.8,115.5,38,0
14366,34*****,High,Y,,54.5,153.7,37,1
14367,12*****,Medium,Y,<17,65.0,192.6,37,0
14368,12*****,Medium,Y,<17,53.7,171.1,35,0
14369,34*****,Low,N,<17,54.4,139.9,38,1
14370,12*****,High,Y,<17,25.4,170.8,40,0
14371,12*****,High,Y,<17,30.3,158.9,34,0
14372,56*****,Low,N,17+,53.3,112.9,35,1
14373,12*****,Medium,Y,<17,49.8,159.9,39,1
14374,45*****,High,Y,17+,41.4,164.4,39,1
14375,56*****,High,Y,17+,52.3,185.1,37,1
14376,12*****,Medium,Y,<17,64.1,111.2,42,0
14377,23*****,High,Y,<17,41.5,143.8,38,1
14378,34*****,High,Y,17+,53.3,158.2,35,1
14379,12*****,High,Y,<17,21.3,178.9,41,0
14380,23*****,Medium,Y,<17,78.1,144.2,39,1
14381,12*****,High,Y,<17,32.3,174.1,35,1
14382,34*****,Medium,Y,<17,51.3,156.9,38,0
14383,23*****,High,Y,<17,68.8,103.1,41,0
14384,34*****,Medium,Y,<17,52.9,127.7,35,0
14385,45*****,Low,N,<17,31.0,182.3,36,1
14386,56*****,High,Y,17+,64.0,190.6,42,0
14387,34*****,High,Y,<17,56.3,190.1,39,0
14388,56*****,High,Y,17+,54.6,102.5,42,1
14389,12*****,High,Y,<17,40.7,178.3,41,0
14390,56*****,High,Y,<17,77.1,159.6,38,0
14391,45*****,Medium,Y,<17,75.1,171.7,36,1
14392,12*****,High,Y,17+,40.7,106.7,41,0
14393,12*****,Low,N,<17,29.6,126.0,40,0
14394,56*****,Medium,Y,<17,23.3,131.3,34,0
14395,23*****,High,Y,17+,52.2,135.1,40,1
14396,23*****,Low,N,<17,38.6,127.4,39,1
14397,56*****,High,Y,<17,38.0,148.9,35,0
14398,34*****,High,Y,17+,54.2,182.3,42,1
14399,34*****,High,Y,<17,26.9,123.9,35,0
14400,12*****,Medium,Y,<17,59.7,173.7,35,1
14401,12*****,High,Y,<17,29.4,113.4,36,1
14402,56*****,Medium,Y,<17,61.5,119.5,42,0
14403,23*****,High,Y,17+,77.7,112.7,35,0
14404,56*****,High,Y,17+,66.3,136.7,34,1
14405,12*****,Medium,Y,<17,32.0,107.4,38,1
14406,23*****,High,Y,17+,22.8,174.9,36,1
14407,23*****,Low,N,<17,58.2,142.1,35,1
14408,56*****,High,Y,<17,71.8,136.2,40,1
14409,56*****,Medium,Y,<17,59.0,142.1,36,0
14410,34*****,Medium,Y,<17,61.4,160.9,41,0
14411,34*****,High,Y,<17,22.9,126.5,36,0
14412,45*****,High,Y,<17,36.9,152.9,36,0
14413,56*****,High,Y,<17,58.0,132.4,34,0
14414,23*****,Medium,Y,<17,67.3,127.3,37,0
14415,45*****,High,Y,,38.3,183.2,34,1
14416,45*****,Medium,Y,<17,68.3,170.5,36,1
14417,56*****,High,Y,<17,45.3,189.6,35,0
14418,12*****,Medium,Y,<17,54.8,106.7,40,0
14419,12*****,Low,N,<17,79.7,111.9,37,0
14420,56*****,Medium,Y,17+,76.4,105.2,41,0
14421,56*****,High,Y,<17,40.6,149.1,36,1
14422,56*****,High,Y,<17,42.5,167.5,40,0
14423,12*****,High,Y,<17,73.6,130.9,34,0
14424,56*****,Medium,Y,<17,42.3,150.3,35,1
14425,34*****,Medium,Y,17+,36.1,197.6,40,0
14426,67*****,High,Y,<17,58.6,137.9,39,1
14427,12*****,Medium,Y,<17,68.2,116.4,35,0
14428,12*****,Medium,Y,<17,55.0,155.8,39,1
14429,34*****,Medium,Y,<17,76.4,173.8,37,0
14430,23*****,Low,N,<17,35.2,125.7,42,1
14431,56*****,High,Y,<17,29.5,196.5,42,0
14432,34*****,Low,N,<17,76.2,172.5,40,0
14433,34*****,Medium,Y,<17,42.4,196.6,38,0
14434,67*****,Low,N,17+,79.8,198.1,39,0
14435,56*****,Medium,Y,<17,36.4,133.4,37,0
14436,56*****,High,Y,<17,25.9,145.8,38,1
14437,34*****,High,Y,17+,78.8,118.9,34,1
14438,45*****,Medium,Y,<17,49.0,188.5,42,1
14439,23*****,Medium,Y,17+,66.7,167.4,39,0
14440,12*****,Low,N,<17,57.5,117.7,39,1
14441,67*****,Medium,Y,<17,57.0,104.8,40,0
14442,23*****,High,Y,<17,43.7,143.1,36,1
14443,67*****,High,Y,<17,62.4,152.7,35,0
14444,34*****,Medium,Y,,75.5,111.0,35,0
14445,34*****,Medium,Y,<17,35.4,187.6,40,0
14446,34*****,Medium,Y,<17,64.1,107.5,35,0
14447,34*****,Low,N,<17,36.0,105.1,39,1
14448,34*****,High,Y,<17,34.3,168.1,39,0
14449,23*****,Medium,Y,17+,24.9,141.6,41,1
14450,56*****,Medium,Y,17+,62.0,150.6,39,1
14451,12*****,High,Y,<17,75.0,105.1,37,1
14452,23*****,Medium,Y,<17,73.2,144.2,38,1
14453,56*****,Low,N,17+,40.5,182.2,38,0
14454,12*****,Medium,Y,17+,27.5,173.4,35,1
14455,12*****,High,Y,<17,22.3,118.1,42,1
14456,45*****,Medium,Y,<17,66.1,193.4,42,0
14457,23*****,High,Y,<17,36.4,197.8,36,0
14458,23*****,Medium,Y,<17,44.6,126.9,40,0
14459,12*****,High,Y,<17,21.0,141.9,39,1
14460,56*****,High,Y,,55.5,175.1,36,0
14461,67*****,High,Y,<17,71.1,194.5,41,0
14462,56*****,Medium,Y,<17,39.2,140.6,34,0
14463,12*****,High,Y,<17,71.7,171.1,36,0
14464,12*****,High,Y,17+,36.7,190.1,39,0
14465,23*****,High,Y,<17,53.4,131.4,35,0
14466,56*****,High,Y,<17,52.3,153.0,37,0
14467,56*****,High,Y,<17,70.1,184.7,38,1
14468,23*****,High,Y,<17,78.7,160.0,42,0
14469,23*****,Medium,Y,<17,78.8,193.1,40,1
14470,45*****,Medium,Y,17+,24.8,194.5,36,0
14471,12*****,Medium,Y,17+,73.1,197.2,40,0
14472,56*****,High,Y,<17,65.7,171.5,34,1
14473,56*****,Medium,Y,<17,68.2,143.1,34,1
14474,34*****,High,Y,<17,20.5,166.3,41,0
14475,34*****,High,Y,17+,50.7,194.3,36,0
14476,56*****,High,Y,<17,61.5,143.9,34,0
14477,67*****,Medium,Y,<17,26.9,147.1,39,0
14478,45*****,High,Y,<17,27.7,195.5,40,0
14479,12*****,High,Y,<17,72.5,176.7,39,0
14480,45*****,High,Y,17+,67.4,142.4,38,1
14481,12*****,High,Y,<17,23.8,148.2,34,0
14482,45*****,Medium,Y,<17,73.7,180.7,34,0
14483,23*****,Medium,Y,17+,47.3,149.7,36,1
14484,12*****,High,Y,<17,35.3,126.8,34,1
14485,23*****,High,Y,<17,24.1,106.0,36,1
14486,56*****,High,Y,<17,78.7,104.4,40,1
14487,45*****,Medium,Y,<17,59.5,100.8,42,0
14488,56*****,Medium,Y,<17,73.2,142.8,40,1
14489,45*****,High,Y,17+,62.8,183.6,38,1
14490,56*****,Low,N,17+,29.9,153.9,34,0
14491,67*****,High,Y,17+,27.9,140.3,41,0
14492,12*****,Low,N,<17,77.1,197.7,42,0
14493,23*****,High,Y,17+,62.3,106.4,36,1
14494,12*****,Medium,Y,<17,60.7,174.6,40,1
14495,45*****,High,Y,,23.0,111.9,37,1
14496,45*****,High,Y,<17,35.5,146.6,42,0
14497,12*****,Low,N,<17,67.4,131.0,35,1
14498,12*****,High,Y,<17,79.6,150.8,38,1
14499,67*****,High,Y,<17,64.3,172.4,42,0
14500,12*****,High,Y,<17,41.1,186.5,39,1
14501,45*****,Medium,Y,<17,75.1,175.6,37,0
14502,23*****,Medium,Y,<17,20.8,141.5,41,1
14503,56*****,Medium,Y,<17,22.4,179.7,38,0
14504,23*****,High,Y,<17,73.0,140.9,36,0
14505,12*****,Medium,Y,<17,41.7,162.6,40,1
14506,45*****,Medium,Y,<17,73.7,113.7,35,1
14507,12*****,Medium,Y,<17,31.8,143.7,41,1
14508,12*****,High,Y,<17,78.5,149.3,36,1
14509,23*****,High,Y,<17,24.3,130.1,39,0
14510,56*****,High,Y,<17,36.0,166.9,41,1
14511,34*****,Medium,Y,<17,34.4,155.2,41,0
14512,12*****,Low,N,17+,31.5,170.3,37,1
14513,45*****,Medium,Y,<17,66.6,135.8,34,0
14514,23*****,Medium,Y,17+,77.6,113.8,34,0
14515,12*****,High,Y,<17,34.1,135.0,36,0
14516,56*****,High,Y,17+,59.3,105.4,38,0
14517,12*****,Medium,Y,<17,32.1,180.9,38,0
14518,12*****,High,Y,17+,20.2,194.1,40,0
14519,45*****,Medium,Y,17+,34.4,199.7,38,1
14520,12*****,High,Y,<17,66.1,195.0,38,0
14521,12*****,Medium,Y,<17,38.8,101.7,39,0
14522,67*****,High,Y,17+,23.3,161.0,42,0
14523,12*****,Medium,Y,<17,71.7,193.5,36,1
14524,23*****,Medium,Y,<17,71.8,167.3,35,0
14525,23*****,High,Y,<17,57.6,105.9,38,0
14526,12*****,Low,N,<17,23.0,183.5,41,0
14527,34*****,Medium,Y,<17,21.6,108.3,39,1
14528,45*****,High,Y,17+,56.8,188.2,41,0
14529,56*****,Medium,Y,17+,77.8,134.5,38,1
14530,45*****,High,Y,<17,72.0,166.3,37,0
14531,12*****,Medium,Y,<17,40.7,148.9,40,0
14532,34*****,Medium,Y,17+,59.1,154.0,35,1
14533,23*****,High,Y,17+,77.5,168.2,38,0
14534,12*****,Medium,Y,<17,23.5,134.1,34,1
14535,34*****,Medium,Y,<17,34.7,184.0,38,0
